,question,answer,document
71,Red - Aposentados E Perigosos,https://globoplay.globo.com/red-aposentados-e-perigosos/t/VNJQKz2ftc/,https://globoplay.globo.com/categorias/filmes-de-comedia/
72,Red - Aposentados E Perigosos,https://globoplay.globo.com/red-aposentados-e-perigosos/t/VNJQKz2ftc/,https://globoplay.globo.com/categorias/filmes-de-comedia/
73,Meu Passado Me Condena 2,https://globoplay.globo.com/meu-passado-me-condena-2/t/vj5QJfFRvf/,https://globoplay.globo.com/categorias/filmes-de-comedia/
74,Não Se Apega Não - O Filme,https://globoplay.globo.com/nao-se-apega-nao-o-filme/t/YThFG1FMKQ/,https://globoplay.globo.com/categorias/filmes-de-comedia/
75,Show de Vizinha,https://globoplay.globo.com/show-de-vizinha/t/Gr2f5MkBwW/,https://globoplay.globo.com/categorias/filmes-de-comedia/
76,O Que Esperar Quando Você Está Esperando,https://globoplay.globo.com/o-que-esperar-quando-voce-esta-esperando/t/ggHxLt8yPQ/,https://globoplay.globo.com/categorias/filmes-de-comedia/
77,De Pernas Pro Ar,https://globoplay.globo.com/de-pernas-pro-ar/t/s6D8HxV6bs/,https://globoplay.globo.com/categorias/filmes-de-comedia/
78,Menino Maluquinho - O Filme,https://globoplay.globo.com/menino-maluquinho-o-filme/t/bzb5xSB5NG/,https://globoplay.globo.com/categorias/filmes-de-comedia/
79,Natal em Dose Dupla,https://globoplay.globo.com/natal-em-dose-dupla/t/XV8pybjLkB/,https://globoplay.globo.com/categorias/filmes-de-comedia/
80,Rango,https://globoplay.globo.com/rango/t/Ht9zVSy8jQ/,https://globoplay.globo.com/categorias/filmes-de-comedia/
81,Acampamento do Pecado,https://globoplay.globo.com/acampamento-do-pecado/t/MK9cdhVVNn/,https://globoplay.globo.com/categorias/filmes-de-comedia/
82,Um Tio Quase Perfeito,https://globoplay.globo.com/um-tio-quase-perfeito/t/nwsfwSYh2B/,https://globoplay.globo.com/categorias/filmes-de-comedia/
83,O Homem Que Copiava,https://globoplay.globo.com/o-homem-que-copiava/t/GtrD6KmTVM/,https://globoplay.globo.com/categorias/filmes-de-comedia/
84,Lua de Mel por Acidente,https://globoplay.globo.com/lua-de-mel-por-acidente/t/dr5y9Lphdy/,https://globoplay.globo.com/categorias/filmes-de-comedia/
85,Coincidências Do Amor,https://globoplay.globo.com/coincidencias-do-amor/t/9yTY1MVRPs/,https://globoplay.globo.com/categorias/filmes-de-comedia/
86,Encalhados,https://globoplay.globo.com/encalhados/t/Sz8zD1BrJb/,https://globoplay.globo.com/categorias/filmes-de-comedia/
87,Vovó... Zona 2,https://globoplay.globo.com/vovo-zona-2/t/JY2j17PsmC/,https://globoplay.globo.com/categorias/filmes-de-comedia/
88,"South Park: Maior, Melhor e Sem Cortes",https://globoplay.globo.com/south-park-maior-melhor-e-sem-cortes/t/VJJztHyhnd/,https://globoplay.globo.com/categorias/filmes-de-comedia/
89,O Professor Aloprado,https://globoplay.globo.com/o-professor-aloprado/t/jvmyLscm95/,https://globoplay.globo.com/categorias/filmes-de-comedia/
90,Estrada Para o Natal,https://globoplay.globo.com/estrada-para-o-natal/t/8L7yBFKVB1/,https://globoplay.globo.com/categorias/filmes-de-comedia/
91,Um Duende Em Nova York,https://globoplay.globo.com/um-duende-em-nova-york/t/BRLfLWDKT6/,https://globoplay.globo.com/categorias/filmes-de-comedia/
92,Maldito Feliz Natal,https://globoplay.globo.com/maldito-feliz-natal/t/P6fBJnNW8m/,https://globoplay.globo.com/categorias/filmes-de-comedia/
93,Alvin E Os Esquilos 2,https://globoplay.globo.com/alvin-e-os-esquilos-2/t/97tZTLn11j/,https://globoplay.globo.com/categorias/filmes-de-comedia/
94,Deus É Brasileiro,https://globoplay.globo.com/deus-e-brasileiro/t/95jYQbsv61/,https://globoplay.globo.com/categorias/filmes-de-comedia/
95,Sai de Baixo - O Filme,https://globoplay.globo.com/sai-de-baixo-o-filme/t/M7ChVspXvP/,https://globoplay.globo.com/categorias/filmes-de-comedia/
96,"Tal Mãe, Tal Filha",https://globoplay.globo.com/tal-mae-tal-filha/t/1XGFMKQC7s/,https://globoplay.globo.com/categorias/filmes-de-comedia/
97,Minhas Mães e Meu Pai,https://globoplay.globo.com/minhas-maes-e-meu-pai/t/ntJVRBr2rS/,https://globoplay.globo.com/categorias/filmes-de-comedia/
98,Vovó...Zona,https://globoplay.globo.com/vovozona/t/21bX1HzvVF/,https://globoplay.globo.com/categorias/filmes-de-comedia/
99,Bendito Fruto,https://globoplay.globo.com/bendito-fruto/t/KJVQVT7xrt/,https://globoplay.globo.com/categorias/filmes-de-comedia/
100,Até que a Sorte Nos Separe,https://globoplay.globo.com/ate-que-a-sorte-nos-separe/t/BY71xndgfz/,https://globoplay.globo.com/categorias/filmes-de-comedia/
101,Loucas pra Casar,https://globoplay.globo.com/loucas-pra-casar/t/XhxGKtQ7Q5/,https://globoplay.globo.com/categorias/filmes-de-comedia/
102,Até Que A Sorte Nos Separe 2,https://globoplay.globo.com/ate-que-a-sorte-nos-separe-2/t/Zzsmc2vLqv/,https://globoplay.globo.com/categorias/filmes-de-comedia/
103,Marley & Eu,https://globoplay.globo.com/marley-eu/t/7Xj6DWBNRX/,https://globoplay.globo.com/categorias/filmes-de-comedia/
104,Um Show De Verão,https://globoplay.globo.com/um-show-de-verao/t/PQCdjcX2fx/,https://globoplay.globo.com/categorias/filmes-de-comedia/
105,Dona Flor E Seus Dois Maridos,https://globoplay.globo.com/dona-flor-e-seus-dois-maridos/t/1GWRHgCMP9/,https://globoplay.globo.com/categorias/filmes-de-comedia/
106,Policial Em Apuros,https://globoplay.globo.com/policial-em-apuros/t/ZF5hfDspDK/,https://globoplay.globo.com/categorias/filmes-de-comedia/
107,Vai Que Dá Certo,https://globoplay.globo.com/vai-que-da-certo/t/ckxmNGyq5x/,https://globoplay.globo.com/categorias/filmes-de-comedia/
