,question,answer,document
63,O Quatrilho,https://globoplay.globo.com/o-quatrilho/t/MBvcqj5pGq/,https://globoplay.globo.com/categorias/filmes-romanticos/
64,Flores Raras,https://globoplay.globo.com/flores-raras/t/y7yFvTxYCm/,https://globoplay.globo.com/categorias/filmes-romanticos/
65,Um Namorado Para o Natal,https://globoplay.globo.com/um-namorado-para-o-natal/t/TxRwpbPkV5/,https://globoplay.globo.com/categorias/filmes-romanticos/
66,O Passado,https://globoplay.globo.com/o-passado/t/2RdRZLwKCn/,https://globoplay.globo.com/categorias/filmes-romanticos/
67,Love,https://globoplay.globo.com/love/t/mR5r6YWmXp/,https://globoplay.globo.com/categorias/filmes-romanticos/
68,Um Natal Para Recordar,https://globoplay.globo.com/um-natal-para-recordar/t/vDjbYLvq1q/,https://globoplay.globo.com/categorias/filmes-romanticos/
69,Muito perto para o Natal,https://globoplay.globo.com/muito-perto-para-o-natal/t/LWFctGfwwS/,https://globoplay.globo.com/categorias/filmes-romanticos/
70,Um Natal nas Estrelas,https://globoplay.globo.com/um-natal-nas-estrelas/t/ySH6RHdCzq/,https://globoplay.globo.com/categorias/filmes-romanticos/
71,"Dalva e Herivelto, Uma Canção de Amor - O Filme",https://globoplay.globo.com/dalva-e-herivelto-uma-cancao-de-amor-o-filme/t/78hmP1QTgQ/,https://globoplay.globo.com/categorias/filmes-romanticos/
72,Decorando o Natal,https://globoplay.globo.com/decorando-o-natal/t/dV2XgG6zsq/,https://globoplay.globo.com/categorias/filmes-romanticos/
73,Sem Reservas,https://globoplay.globo.com/sem-reservas/t/DNBCjDmQLH/,https://globoplay.globo.com/categorias/filmes-romanticos/
74,Natal em Graceland: Em casa com Amor,https://globoplay.globo.com/natal-em-graceland-em-casa-com-amor/t/8Ys2nRW99b/,https://globoplay.globo.com/categorias/filmes-romanticos/
75,Corações de Natal,https://globoplay.globo.com/coracoes-de-natal/t/GLHKpY6BxS/,https://globoplay.globo.com/categorias/filmes-romanticos/
76,Boa Sorte,https://globoplay.globo.com/boa-sorte/t/C6bXnJNRby/,https://globoplay.globo.com/categorias/filmes-romanticos/
77,Natal no Hotel Plaza,https://globoplay.globo.com/natal-no-hotel-plaza/t/GKYPTKYBv5/,https://globoplay.globo.com/categorias/filmes-romanticos/
78,Verão de 85,https://globoplay.globo.com/verao-de-85/t/1cw6XMBt9N/,https://globoplay.globo.com/categorias/filmes-romanticos/
79,Biscoitos Do Natal,https://globoplay.globo.com/biscoitos-do-natal/t/xSC9pp5SFZ/,https://globoplay.globo.com/categorias/filmes-romanticos/
80,As Vantagens De Ser Invisível,https://globoplay.globo.com/as-vantagens-de-ser-invisivel/t/dyDWcCwNpp/,https://globoplay.globo.com/categorias/filmes-romanticos/
81,A Filha do Rei,https://globoplay.globo.com/a-filha-do-rei/t/B5Wt6qNPS6/,https://globoplay.globo.com/categorias/filmes-romanticos/
82,Natal Fora De Casa,https://globoplay.globo.com/natal-fora-de-casa/t/dvFpqLMcNF/,https://globoplay.globo.com/categorias/filmes-romanticos/
83,Um Natal Cinco Estrelas,https://globoplay.globo.com/um-natal-cinco-estrelas/t/LTK9GYZyqQ/,https://globoplay.globo.com/categorias/filmes-romanticos/
84,Dona Flor e Seus Dois Maridos - O Filme,https://globoplay.globo.com/dona-flor-e-seus-dois-maridos-o-filme/t/28BzrHdcrH/,https://globoplay.globo.com/categorias/filmes-romanticos/
85,24 Horas Para o Natal,https://globoplay.globo.com/24-horas-para-o-natal/t/BGzLxrH8px/,https://globoplay.globo.com/categorias/filmes-romanticos/
86,Amores Inversos,https://globoplay.globo.com/amores-inversos/t/sMsLqZGX5t/,https://globoplay.globo.com/categorias/filmes-romanticos/
87,Beatriz,https://globoplay.globo.com/beatriz/t/w52hd9CbCD/,https://globoplay.globo.com/categorias/filmes-romanticos/
88,Sim Senhor,https://globoplay.globo.com/sim-senhor/t/G8CvpF6pyS/,https://globoplay.globo.com/categorias/filmes-romanticos/
89,Um Sapato Para o Natal,https://globoplay.globo.com/um-sapato-para-o-natal/t/v7xbHYYRp8/,https://globoplay.globo.com/categorias/filmes-romanticos/
90,Natal em Evergreen: Boas Notícias,https://globoplay.globo.com/natal-em-evergreen-boas-noticias/t/MVtR9Vpr5F/,https://globoplay.globo.com/categorias/filmes-romanticos/
91,E Então Nós Dançamos,https://globoplay.globo.com/e-entao-nos-dancamos/t/XkCz5PWYJt/,https://globoplay.globo.com/categorias/filmes-romanticos/
92,Os Anarquistas,https://globoplay.globo.com/os-anarquistas/t/nK2ZWqnnNv/,https://globoplay.globo.com/categorias/filmes-romanticos/
93,Esses Amores,https://globoplay.globo.com/esses-amores/t/9K5Frm5H2b/,https://globoplay.globo.com/categorias/filmes-romanticos/
94,O Rei Da Noite,https://globoplay.globo.com/o-rei-da-noite/t/gpVfjw8Xdr/,https://globoplay.globo.com/categorias/filmes-romanticos/
95,Cartas Para Julieta,https://globoplay.globo.com/cartas-para-julieta/t/9zmLJPyQDT/,https://globoplay.globo.com/categorias/filmes-romanticos/
96,Esses Amores,https://globoplay.globo.com/esses-amores/t/9K5Frm5H2b/,https://globoplay.globo.com/categorias/filmes-romanticos/
97,Operação Natal,https://globoplay.globo.com/operacao-natal/t/RXdyjWGGXm/,https://globoplay.globo.com/categorias/filmes-romanticos/
98,Faroeste Caboclo,https://globoplay.globo.com/faroeste-caboclo/t/9gGtZSjzD5/,https://globoplay.globo.com/categorias/filmes-romanticos/
99,À Procura de Um Papai Noel,https://globoplay.globo.com/a-procura-de-um-papai-noel/t/YhcBxNrVyS/,https://globoplay.globo.com/categorias/filmes-romanticos/
100,A Vida de Outra Mulher,https://globoplay.globo.com/a-vida-de-outra-mulher/t/GzrNtk7ndz/,https://globoplay.globo.com/categorias/filmes-romanticos/
